zdaid;zdaversion;zdacreated;zdachanged;zdaname;zdaxepsg2154;zdayepsg2154;zdcid;zdapostalregion;zdatown;zdatype
48684;1322424-1322425;2014-12-29T00:00:00+00:00;2024-12-11T17:49:19+00:00;Bel Air;626519;6843037;62611;78162;Choisel;onstreetBus
51381;51381-66793;2014-12-29T15:31:51+00:00;2024-12-02T07:29:59+00:00;Artois;637459;6883205;66793;95572;Saint-Ouen-l'Aumône;onstreetBus
44333;44333-66769;2014-12-29T15:31:51+00:00;2024-11-27T14:06:45+00:00;Picardie;637043;6882986;66769;95572;Saint-Ouen-l'Aumône;onstreetBus
44080;44080-66727;2014-12-29T15:31:51+00:00;2024-11-27T14:04:18+00:00;Marcel Dassault;636732;6882630;66727;95572;Saint-Ouen-l'Aumône;onstreetBus
51452;51452-66819;2014-12-29T15:31:51+00:00;2024-11-27T11:46:24+00:00;Les Bourseaux;636083;6883393;66819;95572;Saint-Ouen-l'Aumône;onstreetBus
51394;51394-66817;2014-12-29T15:31:51+00:00;2024-11-27T10:20:44+00:00;Bretagne;637397;6883419;66817;95572;Saint-Ouen-l'Aumône;onstreetBus
51523;870714-870715;2014-12-29T00:00:00+00:00;2024-11-27T08:34:30+00:00;Compas;637151;6882670;66729;95572;Saint-Ouen-l'Aumône;onstreetBus
58221;1349848-1349849;2014-12-29T00:00:00+00:00;2024-11-27T08:21:24+00:00;Hautes Bornes;638217;6882885;66764;95572;Saint-Ouen-l'Aumône;onstreetBus
491998;1606739-1606740;2024-07-30T18:06:41+00:00;2024-11-25T13:58:49+00:00;Muette;637040;6872733;492079;78358;Maisons-Laffitte;onstreetBus
48903;48903-66396;2014-12-29T15:31:51+00:00;2024-11-25T09:11:48+00:00;Allée des Bois;636299;6879392;66396;95306;Herblay;onstreetBus
58220;58220-1088305;2014-12-29T15:31:51+00:00;2024-11-25T09:11:48+00:00;Fief à Cavan;627502;6883509;473130;95127;Cergy;onstreetBus
42408;42408-66442;2014-12-29T15:31:51+00:00;2024-11-25T09:11:48+00:00;Buttes Blanches;636035;6879820;66442;95306;Herblay;onstreetBus
54516;54516-65324;2014-12-29T15:31:51+00:00;2024-11-25T09:11:48+00:00;Lefebvre;632208;6874296;65324;78005;Achères;onstreetBus
51399;51399-66844;2014-12-29T15:31:51+00:00;2024-11-25T09:11:48+00:00;Les Lavandières;633430;6883690;66844;95500;Pontoise;onstreetBus
53256;53256-66796;2014-12-29T15:31:51+00:00;2024-11-12T14:30:12+00:00;Balloches;597060;6883274;66796;78255;Freneuse;onstreetBus
52137;52137-62233;2014-12-29T15:31:51+00:00;2024-11-12T13:39:12+00:00;Marolles;718132;6831281;62233;77319;Mortery;onstreetBus
57443;57443-61602;2014-12-29T15:31:51+00:00;2024-11-12T13:37:54+00:00;Mairie;718077;6813392;61602;77325;Mouy-sur-Seine;onstreetBus
51916;51916-62043;2014-12-29T15:31:51+00:00;2024-11-12T13:09:54+00:00;Fontaine aux Ecus;721634;6827040;62043;77379;Provins;onstreetBus
49941;49941-61711;2014-12-29T15:31:51+00:00;2024-11-12T10:58:47+00:00;Boulangerie;718539;6818433;61711;77174;Everly;onstreetBus
48412;1207188-1207189;2014-12-29T00:00:00+00:00;2024-11-12T09:40:13+00:00;ZA Pointe à l'Abbé;648159;6840646;60872;91685;Villiers-sur-Orge;onstreetBus
48369;48369-60940;2014-12-29T15:31:51+00:00;2024-11-08T15:01:08+00:00;Lucien Midol;652377;6841623;60940;91589;Savigny-sur-Orge;onstreetBus
48357;1361486-1361487;2014-12-29T00:00:00+00:00;2024-11-08T15:00:40+00:00;Pont Guérin;639762;6829648;59930;91581;Saint-Yon;onstreetBus
48342;48342-60509;2014-12-29T15:31:51+00:00;2024-11-08T15:00:03+00:00;Launay;648621;6837378;60509;91570;Saint-Michel-sur-Orge;onstreetBus
52366;52366-60832;2014-12-29T15:31:51+00:00;2024-11-08T14:58:05+00:00;Cimetière;656384;6840053;60832;91521;Ris-Orangis;onstreetBus
42283;42283-60790;2014-12-29T15:31:51+00:00;2024-11-08T14:56:22+00:00;Barbusse Cassin;651888;6839508;60790;91434;Morsang-sur-Orge;onstreetBus
44739;44739-60630;2014-12-29T15:31:51+00:00;2024-11-08T14:56:19+00:00;Rue de Paris;646187;6838410;60630;91425;Montlhéry;onstreetBus
479780;1205818-1352438;2020-08-10T17:31:22+00:00;2024-11-08T14:55:55+00:00;Villiers;647739;6838606;482882;91347;Longpont-sur-Orge;onstreetBus
479484;1200329-1200331;2020-05-27T10:16:47+00:00;2024-11-08T14:52:13+00:00;La Donnerie;638373;6831735;479485;91115;Bruyères-le-Châtel;onstreetBus
48126;48126-59909;2014-12-29T15:31:51+00:00;2024-11-08T14:52:06+00:00;Mairie;637611;6829032;59909;91106;Breux-Jouy;onstreetBus
48125;48125-59905;2014-12-29T15:31:51+00:00;2024-11-08T14:52:04+00:00;La Pointe;637238;6828964;59905;91106;Breux-Jouy;onstreetBus
48121;48121-60015;2014-12-29T15:31:51+00:00;2024-11-08T14:51:38+00:00;La Boissière;637607;6831009;60015;91105;Breuillet;onstreetBus
477899;1151894-1434165;2019-08-21T23:14:05+00:00;2024-11-08T14:51:28+00:00;Fontaine Cadoret;638769;6830808;60012;91105;Breuillet;onstreetBus
427899;917881-917883;2018-02-26T21:15:43+00:00;2024-11-08T14:51:11+00:00;Les Daumônes;648544;6836188;427900;91103;Brétigny-sur-Orge;onstreetBus
48112;48112-59907;2014-12-29T15:31:51+00:00;2024-11-08T14:50:49+00:00;Mairie;641613;6829025;59907;91085;Boissy-sous-Saint-Yon;onstreetBus
48111;48111-59920;2014-12-29T15:31:51+00:00;2024-11-08T14:50:48+00:00;Facteur Cheval;641954;6829362;59920;91085;Boissy-sous-Saint-Yon;onstreetBus
48105;48105-61040;2014-12-29T15:31:51+00:00;2024-11-08T14:50:29+00:00;Beaulieu;647410;6842654;61040;91044;Ballainvilliers;onstreetBus
51698;51698-60241;2014-12-29T15:31:51+00:00;2024-11-08T14:41:12+00:00;Stade;661908;6834190;60241;91174;Corbeil-Essonnes;onstreetBus
59007;59007-74110;2014-12-29T15:31:51+00:00;2024-11-08T14:39:46+00:00;Médiathèque;661129;6834162;74110;91174;Corbeil-Essonnes;onstreetBus
42705;1327299-1327301;2014-12-29T00:00:00+00:00;2024-11-08T14:37:50+00:00;Collège Léopold Senghor;660113;6835165;73685;91174;Corbeil-Essonnes;onstreetBus
422632;760319-760321;2016-06-09T21:17:34+00:00;2024-11-08T14:37:42+00:00;Chantemerle;660748;6834050;422633;91174;Corbeil-Essonnes;onstreetBus
42456;761343-761344;2014-12-29T00:00:00+00:00;2024-11-08T14:37:34+00:00;Cavignon;661355;6831202;60040;91174;Corbeil-Essonnes;onstreetBus
491854;1590753-1590887;2024-07-05T14:14:51+00:00;2024-11-08T13:32:39+00:00;Écoquartier;621026;6851897;491859;78383;Maurepas;onstreetBus
478961;1186351-1186353;2020-02-25T09:12:46+00:00;2024-11-07T17:09:08+00:00;Les Ormes;626310;6862179;478962;78152;Chavenay;onstreetBus
492297;1615542-1087693;2024-11-07T13:02:38+00:00;2024-11-07T13:03:09+00:00;Chemin de Fay;676975;6819283;61727;77037;Bois-le-Roi;onstreetBus
419521;769144-769145;2015-08-11T00:00:00+00:00;2024-11-05T15:42:47+00:00;ZI Saint Ladre;665534;6888245;423126;95580;Saint-Witz;onstreetBus
52294;1615065-1615064;2014-12-29T00:00:00+00:00;2024-11-04T13:52:47+00:00;Sadi Carnot;645574;6841572;60928;91587;Saulx-les-Chartreux;onstreetBus
45052;45052-61298;2014-12-29T15:31:51+00:00;2024-10-29T16:31:54+00:00;Villeron;684023;6802057;61298;77506;Villemer;onstreetBus
55437;1363452-1363453;2014-12-29T00:00:00+00:00;2024-10-29T16:31:35+00:00;Tesnières;689070;6794356;61176;77353;Paley;onstreetBus
44890;995126-995134;2014-12-29T00:00:00+00:00;2024-10-29T16:31:28+00:00;Stade de la Faisanderie;676756;6811399;61522;77186;Fontainebleau;onstreetBus
55313;1307111-1307112;2014-12-29T00:00:00+00:00;2024-10-29T16:31:25+00:00;Sonville;686757;6787071;61101;77071;Chaintreaux;onstreetBus
56089;1461035-995142;2014-12-29T00:00:00+00:00;2024-10-29T16:31:15+00:00;Centre;692576;6796177;61206;77504;Villemaréchal;onstreetBus
55442;1307259-1307260;2014-12-29T00:00:00+00:00;2024-10-29T16:31:14+00:00;Rue Larchant;676079;6796464;61215;77431;Saint-Pierre-lès-Nemours;onstreetBus
55463;1363265-1363266;2014-12-29T00:00:00+00:00;2024-10-29T16:31:06+00:00;Rue des Pyrénées;676186;6796032;61200;77431;Saint-Pierre-lès-Nemours;onstreetBus
55475;55475-61104;2014-12-29T15:31:51+00:00;2024-10-29T16:30:48+00:00;Rue de Chaintreaux;681704;6787580;61104;77458;Souppes-sur-Loing;onstreetBus
55438;55438-61170;2014-12-29T15:31:51+00:00;2024-10-29T16:30:46+00:00;Rue de Bagneaux;677675;6793846;61170;77431;Saint-Pierre-lès-Nemours;onstreetBus
55465;1307128-1307129;2014-12-29T00:00:00+00:00;2024-10-29T16:30:28+00:00;Rosiers;683691;6791520;61136;77370;Poligny;onstreetBus
55422;55422-822386;2014-12-29T15:31:51+00:00;2024-10-29T16:30:26+00:00;Rond-Point Bois Minard;677648;6797724;425132;77333;Nemours;onstreetBus
57022;1353788-1353789;2014-12-29T00:00:00+00:00;2024-10-29T16:29:05+00:00;Piscine;690505;6785876;61079;77168;Égreville;onstreetBus
55285;55285-61146;2014-12-29T15:31:51+00:00;2024-10-29T16:28:45+00:00;Petit Bagneaux;676872;6792447;61146;77178;Faÿ-lès-Nemours;onstreetBus
47658;47658-61547;2014-12-29T15:31:51+00:00;2024-10-29T16:28:35+00:00;Palais de Justice;678141;6812229;61547;77186;Fontainebleau;onstreetBus
55486;55486-61102;2014-12-29T15:31:51+00:00;2024-10-29T16:28:33+00:00;Office du Tourisme;680049;6787379;61102;77458;Souppes-sur-Loing;onstreetBus
479459;1199859-1199861;2020-05-12T11:46:37+00:00;2024-10-29T16:28:31+00:00;Normandie;692986;6791431;479460;77261;Lorrez-le-Bocage-Préaux;onstreetBus
55507;1353273-1353272;2014-12-29T00:00:00+00:00;2024-10-29T16:28:18+00:00;Montméry;689550;6798626;61262;77506;Villemer;onstreetBus
55485;55485-61084;2014-12-29T15:31:51+00:00;2024-10-29T16:28:07+00:00;Montauban;681297;6786452;61084;77458;Souppes-sur-Loing;onstreetBus
55320;55320-61073;2014-12-29T15:31:51+00:00;2024-10-29T16:28:05+00:00;Mocpoix;679773;6784331;61073;77099;Château-Landon;onstreetBus
55491;55491-61090;2014-12-29T15:31:51+00:00;2024-10-29T16:27:58+00:00;Maison de Retraite;680964;6786704;61090;77458;Souppes-sur-Loing;onstreetBus
55375;55375-61233;2014-12-29T15:31:51+00:00;2024-10-29T16:27:34+00:00;Mairie;686011;6797031;61233;77473;Treuzy-Levelay;onstreetBus
55429;55429-61260;2014-12-29T15:31:51+00:00;2024-10-29T16:27:26+00:00;Mairie;684258;6798435;61260;77340;Nonville;onstreetBus
55357;1250522-61144;2014-12-29T00:00:00+00:00;2024-10-29T16:27:16+00:00;Mairie;675792;6792308;61144;77178;Faÿ-lès-Nemours;onstreetBus
55453;1351454-1351455;2014-12-29T00:00:00+00:00;2024-10-29T16:27:00+00:00;Longs Réages;675603;6797422;61242;77431;Saint-Pierre-lès-Nemours;onstreetBus
55494;55494-61110;2014-12-29T15:31:51+00:00;2024-10-29T16:26:53+00:00;Les Trous Blancs;681871;6787753;61110;77458;Souppes-sur-Loing;onstreetBus
55461;55461-61253;2014-12-29T15:31:51+00:00;2024-10-29T16:26:34+00:00;Les Prairies;676308;6798027;61253;77431;Saint-Pierre-lès-Nemours;onstreetBus
55367;1351160-1351159;2014-12-29T00:00:00+00:00;2024-10-29T16:26:18+00:00;Les Genévriers;680897;6802008;61294;77202;La Genevraye;onstreetBus
55439;55439-61224;2014-12-29T15:31:51+00:00;2024-10-29T16:25:30+00:00;Le Grand Bois;675081;6796771;61224;77431;Saint-Pierre-lès-Nemours;onstreetBus
43631;43631-61278;2014-12-29T15:31:51+00:00;2024-10-29T16:25:28+00:00;Le Coudray;685257;6800654;61278;77506;Villemer;onstreetBus
55354;55354-61143;2014-12-29T15:31:51+00:00;2024-10-29T16:25:21+00:00;Le Carrouge;675423;6792207;61143;77178;Faÿ-lès-Nemours;onstreetBus
55435;55435-61172;2014-12-29T15:31:51+00:00;2024-10-29T16:25:13+00:00;La Vallée;674329;6794118;61172;77348;Ormesson;onstreetBus
55500;55500-61238;2014-12-29T15:31:51+00:00;2024-10-29T16:24:50+00:00;La Fontaine;689042;6797086;61238;77504;Villemaréchal;onstreetBus
55496;55496-61316;2014-12-29T15:31:51+00:00;2024-10-29T16:24:48+00:00;La Fondoire;689200;6803209;61316;77501;Villecerf;onstreetBus
55362;1306802-1306803;2014-12-29T00:00:00+00:00;2024-10-29T16:24:27+00:00;L'Auberge;676512;6801427;61286;77216;Grez-sur-Loing;onstreetBus
55483;55483-61109;2014-12-29T15:31:51+00:00;2024-10-29T16:24:25+00:00;Joliot Curie;680296;6787670;61109;77458;Souppes-sur-Loing;onstreetBus
55312;55312-61064;2014-12-29T15:31:51+00:00;2024-10-29T16:24:02+00:00;Heurtebise;679897;6783293;61064;77099;Château-Landon;onstreetBus
55450;55450-61237;2014-12-29T15:31:51+00:00;2024-10-29T16:23:55+00:00;Grands Taillis;675564;6797205;61237;77431;Saint-Pierre-lès-Nemours;onstreetBus
55350;1327442-1327443;2014-12-29T00:00:00+00:00;2024-10-29T16:22:17+00:00;Edmond Hubert;689959;6786330;61086;77168;Égreville;onstreetBus
55393;55393-61283;2014-12-29T15:31:51+00:00;2024-10-29T16:21:32+00:00;Cité Timbert;678602;6800979;61283;77302;Montcourt-Fromonville;onstreetBus
42572;1430737-1239944;2014-12-29T00:00:00+00:00;2024-10-29T16:21:11+00:00;Château;677775;6811544;424527;77186;Fontainebleau;onstreetBus
55432;1376493-1376494;2014-12-29T00:00:00+00:00;2024-10-29T16:20:46+00:00;Centre Obsonville;667415;6790865;61132;77342;Obsonville;onstreetBus
55440;55440-61177;2014-12-29T15:31:51+00:00;2024-10-29T16:20:16+00:00;Canal;677407;6794516;61177;77431;Saint-Pierre-lès-Nemours;onstreetBus
42411;42411-61486;2014-12-29T15:31:51+00:00;2024-10-29T16:20:14+00:00;By;683970;6810705;61486;77463;Thomery;onstreetBus
55304;55304-61069;2014-12-29T15:31:51+00:00;2024-10-29T16:20:12+00:00;Bruzelles;677324;6783977;61069;77099;Château-Landon;onstreetBus
55290;55290-61328;2014-12-29T15:31:51+00:00;2024-10-29T16:19:58+00:00;Blaise Montesquiou;677708;6804313;61328;77048;Bourron-Marlotte;onstreetBus
55395;1305872-1305873;2014-12-29T00:00:00+00:00;2024-10-29T16:19:31+00:00;Aimée Lepercq;681494;6803906;61322;77312;Montigny-sur-Loing;onstreetBus
47682;47682-740308;2014-12-29T15:31:51+00:00;2024-10-29T15:58:02+00:00;Commissariat;660584;6844781;420737;91421;Montgeron;onstreetBus
59189;59189-74251;2014-12-29T15:31:51+00:00;2024-10-28T14:16:54+00:00;Puits Jolly;733447;6829218;74251;77072;Chalautre-la-Grande;onstreetBus
49625;49625-69436;2014-12-29T15:31:51+00:00;2024-10-28T13:42:06+00:00;Allée de la Source;664345;6888515;69436;95250;Fosses;onstreetBus
57720;57720-69434;2014-12-29T15:31:51+00:00;2024-10-28T13:42:02+00:00;Rue des Violettes;663995;6888450;69434;95371;Marly-la-Ville;onstreetBus
49626;49626-69432;2014-12-29T15:31:51+00:00;2024-10-28T13:41:02+00:00;Poteau de Marly;663682;6888354;69432;95371;Marly-la-Ville;onstreetBus
57027;57027-65195;2014-12-29T15:31:51+00:00;2024-10-28T11:45:55+00:00;Thomas Edison;641210;6873285;65195;95176;Cormeilles-en-Parisis;onstreetBus
421242;748660-748662;2016-01-29T21:14:51+00:00;2024-10-28T11:36:23+00:00;Centre de Loisirs;637651;6877562;421243;95306;Herblay;onstreetBus
49052;49052-65346;2014-12-29T15:31:51+00:00;2024-10-28T10:58:55+00:00;Noyer de l'Image;642045;6874328;65346;95176;Cormeilles-en-Parisis;onstreetBus
49058;49058-66313;2014-12-29T15:31:51+00:00;2024-10-28T10:54:21+00:00;Mairie;645985;6878772;66313;95574;Saint-Prix;onstreetBus
44658;1371580-1371581;2014-12-29T00:00:00+00:00;2024-10-25T13:36:12+00:00;Roissy Parc;663883;6878505;69176;95527;Roissy-en-France;onstreetBus
51536;51536-66900;2014-12-29T15:31:51+00:00;2024-10-25T13:36:05+00:00;Albert Galle;659358;6884135;66900;95241;Fontenay-en-Parisis;onstreetBus
56842;56842-805329;2014-12-29T15:31:51+00:00;2024-10-25T13:35:49+00:00;Gendarmerie;638818;6886437;67048;95039;Auvers-sur-Oise;onstreetBus
461954;970503-1116579;2018-06-27T22:00:33+00:00;2024-10-25T13:35:42+00:00;Les Saules;647791;6895508;67329;95487;Persan;onstreetBus
47341;47341-1349015;2014-12-29T15:31:51+00:00;2024-10-25T13:18:36+00:00;Galliéni;662425;6867459;72480;93010;Bondy;onstreetBus
45479;1271878-1271879;2014-12-29T00:00:00+00:00;2024-10-24T15:27:05+00:00;Toulouse Lautrec;650798;6866985;72089;75117;Paris 17e;onstreetBus
42192;42192-63427;2014-12-29T15:31:51+00:00;2024-10-24T10:55:20+00:00;Ampère - Curie;639341;6851061;63427;91534;Saclay;onstreetBus
43987;853391-853392;2014-12-29T00:00:00+00:00;2024-10-23T10:16:53+00:00;Mairie;701503;6836415;62414;77201;Gastins;onstreetBus
51921;1350892-1350893;2014-12-29T00:00:00+00:00;2024-10-22T17:16:33+00:00;Prés de la Comtesse;721768;6827306;62058;77379;Provins;onstreetBus
51957;51957-62161;2014-12-29T15:31:51+00:00;2024-10-22T17:16:33+00:00;Delort;722609;6828897;62161;77379;Provins;onstreetBus
59133;828233-828235;2014-12-29T00:00:00+00:00;2024-10-22T17:16:33+00:00;Couperdrix;725390;6840068;74209;77012;Augers-en-Brie;onstreetBus
47175;823148-1350891;2014-12-29T00:00:00+00:00;2024-10-22T17:16:33+00:00;Maison de Quartier;721681;6827444;62078;77379;Provins;onstreetBus
473505;1098221-1098231;2019-03-15T00:00:00+00:00;2024-10-22T17:16:33+00:00;Gare de Longueville;718501;6823670;61858;77260;Longueville;onstreetBus
50074;50074-65273;2014-12-29T15:31:51+00:00;2024-10-17T14:45:24+00:00;Champagne Roussillon;644770;6873852;65273;95018;Argenteuil;onstreetBus
50146;1567547-1567546;2014-12-29T15:31:51+00:00;2024-10-15T14:05:41+00:00;Écoles / Desjardins;640414;6870745;64880;78311;Houilles;onstreetBus
50093;50093-65019;2014-12-29T15:31:51+00:00;2024-10-15T14:05:24+00:00;Square Aquitaine;643717;6871945;65019;95018;Argenteuil;onstreetBus
482356;1302507-1332679;2021-07-06T00:00:00+00:00;2024-10-15T12:14:54+00:00;Collège International;677216;6812282;482755;77186;Fontainebleau;onstreetBus
473252;1091492-69950;2019-03-12T00:00:00+00:00;2024-10-15T12:13:39+00:00;Gare de Créteil Pompadour;658501;6852565;69950;94028;Créteil;onstreetBus
416936;1282761-1282762;2015-05-19T00:00:00+00:00;2024-10-15T12:12:51+00:00;Église;603133;6888279;481652;95157;Chérence;onstreetBus
54795;734881-734884;2014-12-29T00:00:00+00:00;2024-10-15T11:59:42+00:00;Antin;656888;6876940;65886;95019;Arnouville;onstreetBus
45038;45038-72506;2014-12-29T15:31:51+00:00;2024-10-14T17:33:05+00:00;Villageoise;662705;6868061;72506;93010;Bondy;onstreetBus
55146;55146-72860;2014-12-29T15:31:51+00:00;2024-09-27T15:26:31+00:00;Rue des Orfèvres;666820;6848444;72860;94048;Marolles-en-Brie;onstreetBus
56420;56420-72816;2014-12-29T15:31:51+00:00;2024-09-27T15:23:57+00:00;Edouard Branly;665467;6845189;72816;94047;Mandres-les-Roses;onstreetBus
55107;55107-72864;2014-12-29T15:31:51+00:00;2024-09-27T15:23:43+00:00;Avenue du Parc;667163;6848766;72864;94048;Marolles-en-Brie;onstreetBus
56603;56603-63160;2014-12-29T15:31:51+00:00;2024-09-27T15:19:06+00:00;Poste;662504;6846340;63160;91691;Yerres;onstreetBus
483264;1361127-1361219;2021-12-09T16:32:35+00:00;2024-09-27T15:17:16+00:00;Guynemer;665846;6847287;483265;94075;Villecresnes;onstreetBus
56503;1327465-1327466;2014-12-29T00:00:00+00:00;2024-09-27T15:16:48+00:00;Eugène Colleau;662600;6850260;69714;94044;Limeil-Brévannes;onstreetBus
56436;56436-63148;2014-12-29T15:31:51+00:00;2024-09-27T15:15:57+00:00;Bulottes;661378;6846222;63148;91691;Yerres;onstreetBus
56506;1300847-1300851;2014-12-29T00:00:00+00:00;2024-09-27T15:15:23+00:00;Albert Garry;662080;6850698;69756;94044;Limeil-Brévannes;onstreetBus
46737;843890-843943;2014-12-29T00:00:00+00:00;2024-09-27T15:08:10+00:00;Rond-Point du 14 Juillet;658407;6876973;65926;95277;Gonesse;onstreetBus
481035;1272984-1272988;2021-05-25T00:00:00+00:00;2024-09-27T15:08:04+00:00;Rond-Point de Bonneuil;659218;6875815;481036;95277;Gonesse;onstreetBus
54802;54802-65753;2014-12-29T15:31:51+00:00;2024-09-27T15:07:54+00:00;Place Gabriel Péri;657521;6876331;65753;95019;Arnouville;onstreetBus
54803;843813-843810;2014-12-29T00:00:00+00:00;2024-09-27T15:07:00+00:00;La Poste;657419;6876829;65854;95019;Arnouville;onstreetBus
54796;54796-65766;2014-12-29T15:31:51+00:00;2024-09-27T15:05:28+00:00;Boieldieu;656334;6876465;65766;95019;Arnouville;onstreetBus
54808;54808-66003;2014-12-29T15:31:51+00:00;2024-09-27T15:05:21+00:00;Aubépines;657909;6877244;66003;95277;Gonesse;onstreetBus
54812;843883-843884;2014-12-29T00:00:00+00:00;2024-09-27T15:05:12+00:00;Aristide Briand - Général Durand;658005;6878016;66177;95277;Gonesse;onstreetBus
55266;55266-61633;2014-12-29T15:31:51+00:00;2024-09-27T14:02:40+00:00;Rue des Plantes;668880;6814887;61633;77425;Saint-Martin-en-Bière;onstreetBus
47846;47846-1777791;2014-12-29T15:31:51+00:00;2024-09-27T14:02:36+00:00;Route de Corbeil;662777;6819529;59645;91599;Soisy-sur-École;onstreetBus
57626;57626-61702;2014-12-29T15:31:51+00:00;2024-09-27T14:02:35+00:00;RN7 La Poste;670964;6818393;61702;77069;Chailly-en-Bière;onstreetBus
45773;1379252-1379251;2014-12-29T00:00:00+00:00;2024-09-27T14:02:26+00:00;Plateau de la Gare;679528;6812930;473253;77014;Avon;onstreetBus
55254;1284835-1284834;2014-12-29T00:00:00+00:00;2024-09-27T14:01:54+00:00;Piscine;666345;6825282;61917;77407;Saint-Fargeau-Ponthierry;onstreetBus
55200;55200-61705;2014-12-29T15:31:51+00:00;2024-09-27T14:01:23+00:00;Mairie;670987;6818469;61705;77069;Chailly-en-Bière;onstreetBus
47656;47656-61551;2014-12-29T15:31:51+00:00;2024-09-27T14:00:42+00:00;Les Chênes;680735;6812350;61551;77014;Avon;onstreetBus
55250;55250-61884;2014-12-29T15:31:51+00:00;2024-09-27T14:00:31+00:00;Jonville;666005;6824735;61884;77407;Saint-Fargeau-Ponthierry;onstreetBus
55215;1327493-1327492;2014-12-29T00:00:00+00:00;2024-09-27T14:00:00+00:00;Forêt Fleury;667314;6815936;61655;77185;Fleury-en-Bière;onstreetBus
55204;1374358-1374359;2014-12-29T00:00:00+00:00;2024-09-27T13:59:18+00:00;Château de Cély;664560;6818446;61704;77065;Cély;onstreetBus
53726;1494298-1494299;2014-12-29T15:31:51+00:00;2024-09-27T08:53:19+00:00;Église de Claye-Souilly;677348;6871703;68845;77118;Claye-Souilly;onstreetBus
55725;55725-61497;2014-12-29T15:31:51+00:00;2024-09-25T08:38:55+00:00;Voltaire;696398;6810926;61497;77305;Montereau-Fault-Yonne;onstreetBus
58125;58125-61571;2014-12-29T15:31:51+00:00;2024-09-25T08:38:44+00:00;Thiers;678654;6812856;61571;77186;Fontainebleau;onstreetBus
44879;44879-61471;2014-12-29T15:31:51+00:00;2024-09-25T08:38:40+00:00;Saint-Nicolas;696905;6809946;61471;77305;Montereau-Fault-Yonne;onstreetBus
58122;58122-970164;2014-12-29T15:31:51+00:00;2024-09-25T08:38:32+00:00;Souvenir;679647;6811401;61520;77014;Avon;onstreetBus
47863;47863-1367218;2014-12-29T15:31:51+00:00;2024-09-25T08:38:30+00:00;Sous Préfecture;677108;6811595;61525;77186;Fontainebleau;onstreetBus
44263;44263-61540;2014-12-29T15:31:51+00:00;2024-09-25T08:38:03+00:00;Paroisse;677581;6812098;61540;77186;Fontainebleau;onstreetBus
59192;59192-74254;2014-12-29T15:31:51+00:00;2024-09-25T08:37:56+00:00;Route de la Borde;689330;6822649;74254;77165;Les Écrennes;onstreetBus
58945;1362867-1362868;2014-12-29T00:00:00+00:00;2024-09-25T08:37:44+00:00;Quai Saint-Martin;681784;6820723;473254;77188;Fontaine-le-Port;onstreetBus
58919;1362833-1362832;2014-12-29T00:00:00+00:00;2024-09-25T08:37:37+00:00;Quai des Vallées 1;681119;6820869;415627;77096;Chartrettes;onstreetBus
463442;1219628-1219629;2019-02-04T00:00:00+00:00;2024-09-25T08:37:35+00:00;Pressoir;687383;6817304;61685;77266;Machault;onstreetBus
55218;55218-61773;2014-12-29T15:31:51+00:00;2024-09-25T08:37:31+00:00;Plateau;682685;6821414;61773;77188;Fontaine-le-Port;onstreetBus
55710;588004-587989;2014-12-29T00:00:00+00:00;2024-09-25T08:36:58+00:00;Orloff;678798;6812616;61553;77014;Avon;onstreetBus
47132;47132-1257287;2014-12-29T15:31:51+00:00;2024-09-25T08:36:54+00:00;Moulin de Nanchon;688119;6809762;480953;77494;Vernou-la-Celle-sur-Seine;onstreetBus
55696;55696-61749;2014-12-29T15:31:51+00:00;2024-09-25T08:36:46+00:00;Mini Centrale;678154;6820568;61749;77096;Chartrettes;onstreetBus
55711;1350734-1350736;2014-12-29T00:00:00+00:00;2024-09-25T08:35:29+00:00;Le Bréau;678611;6811043;61495;77186;Fontainebleau;onstreetBus
55747;55747-61629;2014-12-29T15:31:51+00:00;2024-09-25T08:35:23+00:00;Lavoir aux Chapeaux;682153;6814632;61629;77533;Vulaines-sur-Seine;onstreetBus
56101;1014942-1014937;2014-12-29T00:00:00+00:00;2024-09-25T08:35:15+00:00;La Celle;687051;6810382;462700;77494;Vernou-la-Celle-sur-Seine;onstreetBus
42951;1239952-1239953;2014-12-29T00:00:00+00:00;2024-09-25T08:35:03+00:00;Hôtel de Ville;677900;6811659;479240;77186;Fontainebleau;onstreetBus
55752;55752-61780;2014-12-29T15:31:51+00:00;2024-09-25T08:34:48+00:00;Grands Champs;685485;6821949;61780;77100;Le Châtelet-en-Brie;onstreetBus
462763;1019448-1014904;2018-12-18T00:00:00+00:00;2024-09-25T08:33:34+00:00;Collège Colonel Arnaud Beltrame;681943;6815428;61647;77533;Vulaines-sur-Seine;onstreetBus
42538;42538-61530;2014-12-29T15:31:51+00:00;2024-09-25T08:33:18+00:00;Chantoiseau;683638;6811728;61530;77186;Fontainebleau;onstreetBus
55697;55697-1431735;2014-12-29T15:31:51+00:00;2024-09-25T08:33:13+00:00;Centre Commercial;677555;6820491;61745;77096;Chartrettes;onstreetBus
55683;55683-61740;2014-12-29T15:31:51+00:00;2024-09-25T08:32:55+00:00;Avenue du 23 Août;675796;6820215;61740;77037;Bois-le-Roi;onstreetBus
480524;1249667-1249671;2021-01-19T00:00:00+00:00;2024-09-25T08:32:50+00:00;Avenue de Gaulle;678751;6820699;61752;77096;Chartrettes;onstreetBus
